Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1336070699,Y401492,TN,PAS,3/14/00,68,SDN,JAGUA,P,39430,73690,67030,20130228,71,71,71,918007,71,0,0109P,,K,F,329,EMPIRE BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2007,-,0,,,,,
1347817232,BHV7888,NY,PAS,5/20/00,14,SUBN,MERCU,P,14240,13390,13740,20140609,104,104,104,925035,104,0,0935A,,Q,F,6446,68 AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BL,0,1998,-,0,,,,,
1355643727,LA17989,NC,PAS,6/29/00,77,BUS,VAN H,P,28790,11610,19690,0,7,7,7,940695,7,0,0227P,,NY,F,3,PIKE STREET,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1349978231,FPB4636,NY,PAS,7/6/00,71,SUBN,ME/BE,P,5530,40404,40404,20130901,113,113,113,949267,113,0,0536A,,Q,O,,8R08 IL9RD,,0,408,D3,,BBBBBBB,ALL,ALL,GRAY,0,2002,-,0,,,,,
1356339189,JFC3114,PA,PAS,7/13/00,14,SUBN,JEEP,P,10510,33690,21740,0,6,6,6,929268,6,0,0800P,,NY,F,401,6 AVE,,0,408,E2,,BBBBBBB,0400P,1200A,,0,0,-,0,,,,,
1355835320,97029JE,NY,COM,7/16/00,70,VAN,,P,10350,17190,17210,0,9,9,9,904116,9,0,1055A,,NY,O,85,4TH AVE,,0,408,C,,BBBBBBB,ALL,ALL,BROWN,0,1990,-,0,,,,,
1357017224,FZG3903,NY,PAS,7/16/00,40,SDN,,P,14830,35680,67530,20140828,61,61,61,942358,61,0,0230A,,K,O,1916,AVE Y,,0,408,F7,,BBBBBBB,ALL,ALL,BLK,0,2012,-,8,,,,,
1344595534,GGV3116,NY,PAS,7/20/00,71,SUBN,BMW,P,0,40404,40404,20150521,34,34,34,946185,34,0,1025P,,NY,F,233,DYCKMAN,,0,408,J6,,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,,,,,
1356135973,DFW7869,NY,PAS,7/22/00,19,VAN,FORD,P,0,40404,40404,20130630,69,69,69,946351,69,0,0415P,,K,F,1450,A ROCKAWAY PKWY,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0,2005,-,0,,,,,
1351672307,2ASB30,MA,PAS,7/24/00,67,SDN,CHEVR,P,23030,22080,28830,20131031,60,60,60,950082,60,0,0415A,,K,O,711,BRIGHTWATER CT,,0,408,F7,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1357339239,CB7N471,TX,PAS,7/25/00,46,SDN,TOYOT,P,53030,40030,25330,0,83,83,83,945220,83,0,1037A,,K,O,1185,JEFFERSON AVE,,0,408,J3,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1349906906,EGZ6864,NY,PAS,7/26/00,20,SUBN,ROVER,P,32920,35680,13820,20140330,47,47,47,947574,47,0,1244A,,BX,F,3360,FISH AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GRAY,0,2006,-,0,,,,,
1354923418,FXY6061,NY,PAS,7/26/00,51,SUBN,FORD,P,6590,58590,23040,20140315,109,109,109,941205,109,0,0240A,,Q,F,145-36,21TH AVE,,0,408,K4,,BBBBBBB,ALL,ALL,WHT,0,2011,-,0,,,,,
1350167472,GGF4256,NY,PAS,7/27/00,14,SUBN,CHEVR,P,72630,6030,6130,20150612,78,78,78,925006,78,0,0424P,,K,O,145,PROSPECT PARK WEST,,0,408,C3,,BBBBBBB,0800A,1000P,WH,0,2009,-,0,,,,,
1348931292,B457631,ME,PAS,7/27/00,88,TRLR,,P,0,0,0,20150228,75,75,75,917724,75,0,0909A,,K,I,,E/S MONTANK AVE,S/O WORTMAN AVE,0,408,K4,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1355014037,88921MB,99,COM,7/28/00,74,DELV,FRUEH,P,0,40404,40404,0,17,17,17,917425,17,0,1050A,,NY,F,800,3RD,,0,408,J2,,BBBBBBB,ALL,ALL,B,0,0,-,0,,,,,
1355289403,59829BA,NY,OMR,7/28/00,51,BUS,INTER,P,39790,30240,30290,20140228,101,101,171,953049,171,0,0840P,,Q,O,20-11,CORNAGA AV,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,1999,-,0,,,,,
1357518146,75933MB,NY,COM,7/28/00,78,VAN,CHEVR,P,40990,35780,35780,20140228,105,105,105,919071,105,0,0145A,,Q,F,80-05,CROSS ISLAND PKWY,,0,408,C3,,BBBBBBB,0900P,0500A,WH,0,2003,-,0,,,,,
1350427410,FLS5915,NY,PAS,7/29/00,21,SUBN,FORD,S,36420,27060,27090,20150504,46,46,0,875799,BX08,0,0808A,,,F,2095,GRAND CONCOURSE,,0,408,D1,,YYYYYYB,0800A,0830A,RED,0,1998,-,0,,,,,
1357674764,21092MA,NY,COM,7/29/00,78,VAN,FORD,X,0,0,0,20150228,68,68,68,929475,68,0,0350A,,K,F,,N/E C/O 66 ST,8 AVE,0,408,F1,,YYYYYYY,0900P,0500A,,0,1999,-,0,,,,,
1357339501,46057MD,NY,COM,7/30/00,46,P-U,FORD,P,0,40404,40404,20150531,83,83,83,945220,83,0,1046A,,K,O,1248,PUTNUM,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1357517592,97468MC,NY,COM,7/31/00,78,VAN,CHEVR,P,26850,20520,0,20150131,105,105,105,930305,105,0,0120A,,Q,,,219 ST,112 AVE,0,408,K6,,BBBBBBB,ALL,ALL,WH,0,2008,-,0,,,,,
1357683224,44692JS,NY,COM,7/31/00,46,DELV,FRUEH,P,5580,10530,10580,20140331,68,68,68,935767,68,0,1006A,,K,F,7908,5TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2004,-,0,,,,,
1359253919,49SD07,NY,MOT,8/1/00,98,MOTO,HONDA,P,34850,11720,11110,20140430,18,18,18,929923,18,0,0824A,,NY,O,550,W 54 ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1351667439,DZG9583,NY,PAS,8/1/00,19,FOUR,INES,P,22680,40404,40404,20150509,60,60,60,946338,60,0,0544P,,K,F,11111,BRIGHTON BEACH AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1357517610,BWD5391,NY,PAS,8/1/00,71,VAN,FORD,P,0,0,0,20140708,105,105,105,930305,105,0,0340A,,Q,I,,C/O 217 PL,HEMP,0,408,K6,,BBBBBBB,ALL,ALL,WH,0,2006,-,0,,,,,
1348077499,7265841,TN,PAS,8/2/00,80,TRLR,,P,0,0,0,0,,0,40,912126,40,0,0522A,,,,,N/S E 135 ST 400,W/O CANAL ST,0,408,J3,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1350428942,CDP8083,NY,PAS,8/2/00,21,SUBN,LEXUS,S,40320,57720,9620,20131230,49,49,0,535013,BX11,0,1150A,,BX,F,2226,HOLLAND AVE,,0,408,D1,,BBBBYBB,1130A,0100P,WHITE,0,1999,-,0,,,,,
1359454573,FZX5439,NY,PAS,8/2/00,71,SUBN,HONDA,P,23380,5740,5760,20140725,109,109,109,937894,109,0,0925A,,Q,F,Dec-75,152 ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLU,0,2006,-,0,,,,,
1359909254,FRY961,VT,PAS,8/2/00,19,VAN,ME/BE,P,13590,33490,30640,0,1,1,401,917967,401,0,0223P,,NY,O,125,BROAD ST,,0,408,C3,,BBBBBBB,ALL,ALL,GN,0,0,-,0,,,,,
1357091151,DNX5145,NY,PAS,8/3/00,20,,HONDA,P,36470,24690,10610,20140307,32,32,32,932537,32,0,0144A,,NY,O,111,W 135 ST,,0,408,E1,,BBBBBBB,ALL,ALL,GRAY,0,2003,-,0,,,,,
1360351644,VB566L,NJ,PAS,8/6/00,21,SDN,ME/BE,P,18630,26430,13880,0,67,67,67,941050,67,0,0837A,,K,F,2559,BEDFORD AVE,,0,408,C3,,BYBBYBB,0800A,0930A,WH,0,0,-,0,,,,,
1354699518,63611JM,NY,COM,8/7/00,46,VAN,GMC,X,35210,13610,44990,0,20,20,20,932333,20,0,0640P,,NY,F,247,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,1988,-,0,,,,,
1357683339,62118JM,NY,COM,8/7/00,46,DELV,GMC,P,5430,10230,10280,0,68,68,68,935767,68,0,0200P,,K,F,7311,4TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,1988,-,0,,,,,
1355815540,FGE2347,NY,PAS,8/8/00,40,SUBN,NISSA,P,77930,37130,37180,20150331,67,67,67,911743,67,0,0635P,,K,F,5312,SNYDER AVE,,0,408,C4,,BBBBBBB,ALL,ALL,TAN,0,0,-,2,,,,,
1359980386,99573MB,NY,COM,8/9/00,47,DELV,,P,10210,17610,17630,20140331,17,17,401,915796,401,0,0855A,,NY,F,458,3RD AVE,,0,408,L2,,YYYYYYB,0700A,0700P,RED,0,2003,-,0,,,,,
1356663138,HPJ3855,PA,PAS,8/10/00,40,SDN,BMW,P,0,40404,40404,0,44,44,163,953491,163,0,0610P,,BX,F,1349,EDWARD L GRANT HIGHW,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1357021537,CZD1139,NY,PAS,8/11/00,40,SUBN,HONDA,P,35830,14680,14730,20140801,67,67,61,950845,61,0,1220A,,K,F,2224,E 23 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,0,-,6,,,,,
1343288472,BLANKPLATE,99,999,8/11/00,74,SUBN,LINCO,T,41730,35080,35130,0,69,69,110,353494,T110,0,1005A,,K,O,702,FOSTER AVE,,0,408,J2,,BBBBBBB,ALL,ALL,GN,0,0,-,0,,,,,
1353440175,28510PC,99,COM,8/12/00,14,DELV,MERCU,P,10210,18090,18110,20131130,17,17,401,938460,401,0,0435P,,NY,F,920,3 AVE,,0,408,F1,,YYYYYBB,0400P,0700P,BL,0,2014,-,0,,,,,
1353440072,60390JX,NY,COM,8/13/00,46,VAN,FORD,P,0,0,0,20131031,20,20,401,935460,401,0,0615P,,NY,,,C/O E 85,3 AV,0,408,F4,,BBBBBBB,ALL,ALL,WH,0,2007,-,0,,,,,
1353281140,50296JT,NY,COM,8/14/00,38,VAN,DODGE,P,34550,10610,10810,0,14,14,420,931498,420,0,0628A,,NY,F,214,W 39TH ST,,0,408,I3,,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,,,,,
1349721542,WKE20U,NJ,PAS,8/14/00,21,SDN,HONDA,S,19270,24890,10210,0,25,25,0,582840,MN11,0,0809A,,K,F,164,EAST 116 ST,,0,408,D1,,YYYYYYB,0800A,0830A,GREY,0,0,-,0,,,,,
1355695843,FYK4673,NY,PAS,8/14/00,51,SUBN,HONDA,P,38430,86630,73430,20140401,77,77,77,950993,77,0,0927A,,K,F,1133,EASTERN PKWY,,0,408,E3,,BBBBBBB,ALL,ALL,GR,0,0,-,0,,,,,
1355560615,FAC3238,NY,PAS,8/16/00,21,SUBN,FORD,S,10880,16480,16530,20140418,62,62,0,920317,KS11,0,0750A,,K,,1953,86TH ST,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,2007,-,0,,,,,
1354999400,DYN6839,NY,PAS,8/18/00,74,SDN,HONDA,P,10210,18030,18050,20150403,17,17,17,949117,17,0,0230P,,NY,F,875,3TH AVE,,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,2002,-,0,,,,,
1351636376,CYY9656,NY,PAS,8/18/00,41,SUBN,NISSA,P,0,40404,40404,20141014,50,50,50,0,50,0,0935P,,BX,O,3394,SEDWICK AVE,,0,408,F3,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1359713402,BCR2505,NY,PAS,8/19/00,67,SDN,MAZDA,X,0,0,0,20140210,108,108,108,936403,108,0,0830A,,Q,F,,W/S OF 59 ST,N/O 48 AVE,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2008,-,0,,,,,
1359495113,55003MB,NY,COM,8/20/00,46,VAN,FRUEH,P,10210,19070,19090,0,23,23,23,935444,23,0,1145A,,NY,F,1915,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BW,0,2012,-,0,,,,,
1356358550,GDX6055,NY,PAS,8/24/00,27,SDN,NISSA,P,11010,34290,34310,20150504,10,10,10,951687,10,0,0135P,,NY,F,289,10 AVE,,0,408,C4,,BBBBBBB,ALL,ALL,BLK,0,1998,-,0,,,,,
1333718391,G94BRZ,NJ,PAS,8/24/00,14,SDN,FORD,T,34550,10410,10510,88888888,14,14,108,345264,T108,0,1045P,,NY,F,1,W 39 ST,,0,408,C,,YYYYYYY,1000P,0600A,GY,0,0,-,0,,,,,
1356082853,FFZ9380,NY,PAS,8/24/00,19,SDN,HYUND,P,8590,17140,17340,20150324,115,115,169,953845,169,0,1015P,,Q,F,84-09,35TH AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0,2006,-,0,,,,,
1350613186,CWT9688,NY,PAS,8/26/00,27,SDN,ME/BE,P,11140,21125,11470,20140601,45,45,45,948089,45,0,0939A,,BX,F,2136,BARTOW AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,1997,-,0,,,,,
1356627092,AF20819,PA,PAS,8/27/00,46,TRLR,,P,86730,28530,32190,0,76,76,76,939052,76,0,0224P,,K,F,240,VAN BRUNT ST,,0,408,F7,,BBBBBBB,ALL,ALL,ORG,0,0,-,0,,,,,
1355154935,AE75506,AZ,PAS,8/29/00,98,VAN,FORD,P,8640,6940,7090,0,114,114,114,906136,114,0,0630P,,Q,F,23-17,35 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1356053622,GEB2531,NY,PAS,8/29/00,40,SUBN,CHEVR,P,0,40404,40404,20150222,46,46,163,952205,163,0,1007P,,BX,F,1523,UNDERCIFF AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,
1348984442,GBJ4251,NY,PAS,8/29/00,20,SDN,NISSA,P,0,0,0,20141115,75,75,75,951889,75,0,0035A,,K,,,C/O GLENMORE AV,SHERIDAN,0,408,J2,,BBBBBBB,ALL,ALL,RED,0,2008,-,0,,,,,
1340651208,FYB3989,NY,PAS,8/31/00,27,SUBN,CADIL,K,0,0,0,20140401,110,110,3,160501,3,0,0525P,,Q,F,,INS. FLUSHING MEADOW,CORONA PK AQUEDUCT C,0,408,D1,,BBBBBBB,ALL,ALL,RD,0,2012,-,0,,,,,
1359814322,86672MC,NY,COM,9/9/00,78,TWOD,SMART,P,37010,31190,13610,20150430,33,33,33,941505,33,0,1245A,,NY,F,539,W 162ND ST,,0,408,F1,,BBBBBBB,ALL,ALL,YL,0,2013,-,0,,,,,
1354383126,52777JJ,NY,COM,9/10/00,20,DELV,GMC,P,61090,64320,64320,20131031,109,109,170,894686,170,0,1105A,,Q,O,122-10,ROOSEVELT AV,,0,408,K5,,BBBBBBB,ALL,ALL,BR,0,1989,-,0,,,,,
1351310150,FJP8864,NY,PAS,9/13/00,21,SDN,VOLVO,S,36570,10610,10810,20150525,32,32,0,505412,MN10,0,1201P,,NY,F,204,WEST 140 STREET,,0,408,D1,,BYBBYBB,1130A,0100P,GRAY,0,2009,-,0,,,,,
1341878363,FDC4237,NY,PAS,9/13/00,21,SDN,TOYOT,S,0,40404,40404,20140808,43,43,0,597478,BX09,0,0739A,,,O,1324,HUGH GRAND CIRCLE,,0,408,K4,,YYYYYYB,0730A,0800A,GREY,0,2013,-,0,,,,,
1360125139,EWS6497,NY,PAS,9/18/00,14,SDN,NISSA,P,73480,77740,44430,20140824,69,69,69,946351,69,0,0519P,,K,F,1410,ROCKAWAY PKWY,,0,408,F2,,YYYYYBB,0400P,0700P,GY,0,2005,-,0,,,,,
1360934900,FHG9609,NY,PAS,9/19/00,46,SDN,BMW,P,13610,36650,36670,20140315,30,30,30,906089,30,0,0545P,,,F,3525,BROADWAY,,0,408,K6,,BBBBBBB,ALL,ALL,BK,0,2008,-,0,,,,,
1358033020,FTB9549,NY,PAS,9/22/00,14,SUBN,ME/BE,P,34550,10410,10510,20131130,14,14,14,926770,14,0,0312A,,NY,F,38,W 39,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
1347724795,GBC1837,NY,PAS,9/22/00,71,SUBN,NISSA,P,0,40404,40404,20140805,79,79,79,937925,79,0,1130A,,K,F,165,HART,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2004,-,0,,,,,
1361281698,93740PA,NY,999,9/23/00,14,DELV,MACK,P,34710,13610,10810,20130930,18,18,161,953138,161,0,1208P,,NY,O,226,W 47 ST,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1355174296,DZT2210,NJ,PAS,9/23/00,67,,AUDI,P,67530,26230,84730,0,70,70,70,953754,70,0,0220A,,K,F,575,OCEAN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1359243240,XR458W,NJ,PAS,9/23/00,45,DELV,FORD,P,34930,10610,13610,0,18,18,18,904597,18,0,0835A,,NY,F,207,W 58 ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1359486902,42815JM,NY,COM,9/23/00,46,DELV,MERCU,P,52390,61390,54790,20131031,109,109,109,904614,109,0,0430P,,Q,F,42-20,KISSENA BLVD,,0,408,E5,,BBBBBBB,ALL,ALL,BRN,0,1996,-,0,,,,,
1360036994,ESU7092,NY,PAS,9/26/00,14,SDN,ME/BE,P,53500,52930,21130,20150826,84,84,30,924069,30,0,0527A,,K,F,80,JOHN ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1355316789,VRS19E,NJ,PAS,9/27/00,74,SDN,TOYOT,P,0,40404,40404,0,101,101,101,936429,101,0,0828P,,Q,O,16 66,SEAGUIRT BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1359905479,9F65D,NY,SRF,9/28/00,50,SDN,FORD,P,10710,13000,26690,20140228,6,6,6,933665,6,0,0109A,,NY,F,29,7TH AVE SOUTH,,0,408,K6,,BBBBBBB,ALL,ALL,YELLO,0,2011,-,0,,,,,
1354623575,GCX7578,NY,PAS,9/29/00,98,SDN,HONDA,P,17040,24090,24240,20150227,107,107,107,932185,107,0,0145P,,Q,F,161-22,84 AVE,,0,408,G3,,BBBBBBB,ALL,ALL,BLK,0,2007,-,0,,,,,
1361680349,222750N,NJ,PAS,10/1/00,27,SUBN,INFIN,P,86630,74230,93830,20131009,67,67,20,951244,20,0,1127A,,K,F,535,UTICA AVE,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1357541600,FJY5816,NY,PAS,10/1/00,71,SDN,NISSA,P,26740,20890,53890,20150405,105,105,105,930305,105,0,0215A,,Q,,116-21,217 ST,,0,408,F7,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,
1357541582,FRH8184,NY,PAS,10/1/00,71,SDN,LINCO,P,26860,20735,20790,20150821,105,105,105,930305,105,0,0150A,,Q,F,114-40,220 ST,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0,1998,-,0,,,,,
1341878089,68636MD,NY,COM,10/1/00,21,VAN,FORD,S,77150,28710,28740,20150731,,0,0,610441,BX12,0,0815A,,BX,O,4334,WHITE PLAINS RD,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,2013,-,0,,,,,
1293095813,BLANKPLATE,99,999,10/2/00,14,SUBN,FORD,X,0,0,0,0,,0,290,917273,1290,0,0515P,0515P,,O,211,W 58 ST,,20131002,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1355321323,2099028,ID,PAS,10/4/00,78,LCOM,INTER,X,0,0,0,0,101,101,101,951769,101,0,1021P,,Q,F,,C/O BAY 32ND ST,BEACH CHANNEL DR,0,408,D,,BBBBBBB,ALL,ALL,YELLO,0,0,-,0,,,,,
1361471300,49781MX,NY,COM,10/4/00,19,DELV,HINO,X,10410,17430,17450,0,14,14,401,917677,401,0,0321P,,NY,F,184,5 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,RD,0,2011,-,0,,,,,
1359849117,52830JW,NY,COM,10/4/00,46,SUBN,FORD,P,18570,10210,10110,20140731,19,19,19,930260,19,0,0135P,,,,229,E 79 ST,,20131004,408,E2,,BBBBBBB,ALL,ALL,BL,0,2001,-,0,,,,,
1358121450,70149JU,NY,COM,10/4/00,46,VAN,CHEVR,P,16850,13610,32610,20150228,1,1,1,898022,1,0,1050A,,NY,F,106,DUANE ST,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2006,-,0,,,,,
1356447971,GHE7403,NY,PAS,10/4/00,46,SUBN,ROVER,P,11710,36730,36750,20150730,30,30,30,949345,30,0,0407P,,NY,F,1786,AMSTERDAM AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,,,,,
1354992910,JZ3ADJ,NJ,PAS,10/4/00,14,SUBN,NISSA,P,25090,29890,31490,0,7,7,17,949050,17,0,1145P,,NY,O,152,LUDLOW ST,,0,408,C,,BBBBYYY,1100P,0600A,GRAY,0,0,-,0,,,,,
1353584252,GJW1834,NY,PAS,10/4/00,71,PICK,TOYOT,T,44750,10575,10575,20150903,121,121,303,355111,T303,0,0305P,,R,F,2655,RICHMOND AVE,,0,408,J6,,BBBBBBB,ALL,ALL,SILVE,0,2013,-,0,,,,,
1319123960,GFV3837,NY,PAS,10/4/00,21,SUBN,CHRYS,S,59430,45730,88530,20150407,61,61,0,846111,KS15,0,0740A,,K,F,2338,MCDONALD AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLUE,0,2013,-,0,,,,,
1361562195,VXF77C,NJ,PAS,10/6/00,20,SDN,TOYOT,P,34870,10810,10910,0,18,18,18,978742,18,0,0404P,,NY,F,330,W 55 ST,,0,408,C3,,YYYYYBB,0800A,ALL,GY,0,0,-,0,,,,,
1359522906,X59ABA,NJ,PAS,10/6/00,68,VAN,FORD,P,25390,19390,19410,0,25,25,25,949211,25,0,1132A,,NY,O,1901,MADISON AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1361827919,55006MB,NY,COM,10/7/00,46,DELV,FR/LI,P,25390,19170,19190,20141031,23,23,23,935698,23,0,0636P,,NY,F,1660,MADISON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BRN,0,2012,-,0,,,,,
1361563643,630035M,NY,COM,10/7/00,45,DELV,GMC,P,34870,10810,10910,0,18,18,18,923425,18,0,0156P,,,F,340,W 55 ST,,0,408,E1,,BBBBBBB,ALL,ALL,BR,0,1989,-,0,,,,,
1361505187,46294SC,NY,COM,10/7/00,18,CONS,CASE,P,0,0,0,0,13,13,401,918915,401,0,0755A,,,,,W/S 2ND AVE,E 24 ST,0,408,D,,YYYYYYY,0700A,1000A,YL,0,0,-,0,,,,,
1353617336,AN919T,NJ,PAS,10/8/00,46,DELV,PETER,P,15350,27880,27050,0,1,1,401,915748,401,0,1212P,,,F,120,CHURCH ST,,0,408,F1,,YYYYYYY,ALL,ALL,WH,0,0,-,0,,,,,
1361311850,XP904V,NJ,PAS,10/8/00,38,SUBN,CHEVR,P,34470,10810,10910,0,14,14,161,953284,161,0,1242P,,NY,O,311,W 35 ST,,0,408,I4,,YYYYYYB,0600A,0700P,BLUE,0,0,-,0,,,,,
1361471189,81738JN,NY,COM,10/9/00,46,DELV,MERCU,P,11710,35690,35710,20131231,24,24,401,915560,401,0,0834A,,NY,F,747,AMSTERDAM AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2004,-,0,,,,,
1361537346,1684203,MA,COM,10/9/00,47,TRLR,MERCU,P,10610,34330,34350,0,14,14,401,935975,401,0,0832A,,NY,O,324,7 AVE,,0,408,L2,,BBBBBBB,ALL,ALL,W,0,0,-,0,,,,,
1342313331,FSG3328,NY,PAS,10/14/00,21,SDN,TOYOT,S,46190,48290,54090,20131026,104,104,0,921376,QW06,0,0810A,,Q,F,64-17,FRESH POND RD,,0,408,D1,,YYYYYBB,0800A,0830A,WT,0,2006,-,0,,,,,
1355607723,FTT9109,NY,PAS,10/15/00,71,SDN,FRUEH,P,33970,21790,33390,20131230,6,6,442,933203,442,0,0741P,,NY,F,277,W 10TH,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0,2002,-,0,,,,,
1356564665,94SA56,NY,MOT,10/16/00,71,SDN,,T,29610,32700,27050,0,1,1,504,343900,T504,0,0847A,,NY,F,2,RIVER TERRACE,,0,408,J6,,BBBBBBB,ALL,ALL,GR,0,0,-,0,,,,,
1361525721,2188771,99,999,10/16/00,47,VAN,VOLVO,P,18590,10110,10010,0,17,17,401,915560,401,0,0704A,,NY,F,334,E 80 ST,,0,408,L2,,BBBBBBB,0700A,0700P,BLUE,0,0,-,0,,,,,
1361545872,AK765E,NJ,PAS,10/16/00,46,DELV,INTER,P,10210,18270,18290,0,19,19,401,926723,401,0,0803A,,NY,F,1105,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GR,0,0,-,0,,,,,
1359830054,DSE2738,PA,PAS,10/21/00,20,SUBN,MERCU,P,22190,36550,36570,20140430,30,30,30,939529,30,0,1220A,,NY,O,51,HAMILTON PLACE,,0,408,C4,,BBBBBBB,ALL,ALL,BEIGE,0,1993,-,0,,,,,
1359293619,EYG7967,NY,PAS,10/23/00,21,SDN,HYUND,S,16430,19030,15780,20140411,62,62,0,920317,KS11,0,0839A,,K,O,141,BAY 20TH ST,,0,408,D1,,BBYBBBB,0830A,1000A,SL,0,2011,-,0,,,,,
1359223757,AD47063,AZ,PAS,10/24/00,40,VAN,CHEVR,P,34670,11110,11115,0,18,18,18,947348,18,0,0218A,,NY,F,614,W 45 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,11,,,,,
1344467271,90601MC,NY,COM,10/26/00,67,DELV,FRUEH,P,64620,26820,29520,20150228,,0,44,934675,44,0,1125A,,,F,1504,SHERIDAN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
1356235220,DRB2574,NY,PAS,10/26/00,40,SUBN,DODGE,P,86030,41030,14230,20140601,63,63,63,944271,63,0,0211A,,K,F,2153,TROY AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2005,-,0,,,,,
1362701634,AE30460,AZ,PAS,10/27/00,48,VAN,FORD,X,75530,77730,51030,0,84,84,89,948135,89,0,1121A,,K,F,189,SCHERMERHORN ST,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1363103507,5502WA,CT,999,10/30/00,67,,FORD,P,27120,41320,12520,0,48,48,48,916209,48,0,0107P,,BX,F,653,E 182 ST,,0,408,F7,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1361392400,ECH3433,NY,PAS,10/31/00,14,SUBN,BMW,P,60330,91180,91230,20150828,60,60,60,943630,60,0,0152A,,K,F,,S/O 1505 MERMAID AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,
